0,1,2,3,filename,width,height
1,0,0,0,data/kaggle_dir/images/maksssksksss315.png,400.0,267.0
1,1,1,0,data/kaggle_dir/images/maksssksksss498.png,400.0,272.0
0,0,1,0,data/kaggle_dir/images/maksssksksss659.png,441.0,575.0
1,0,0,0,data/kaggle_dir/images/maksssksksss103.png,400.0,300.0
1,0,0,0,data/kaggle_dir/images/maksssksksss671.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss711.png,400.0,283.0
1,1,0,0,data/kaggle_dir/images/maksssksksss249.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss275.png,335.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss507.png,400.0,200.0
1,0,0,0,data/kaggle_dir/images/maksssksksss511.png,400.0,294.0
1,1,0,0,data/kaggle_dir/images/maksssksksss263.png,400.0,278.0
1,0,0,0,data/kaggle_dir/images/maksssksksss505.png,267.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss707.png,301.0,400.0
1,1,1,0,data/kaggle_dir/images/maksssksksss698.png,400.0,333.0
1,0,0,0,data/kaggle_dir/images/maksssksksss101.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss115.png,400.0,267.0
1,1,0,0,data/kaggle_dir/images/maksssksksss129.png,400.0,295.0
1,0,0,0,data/kaggle_dir/images/maksssksksss303.png,400.0,225.0
1,1,0,0,data/kaggle_dir/images/maksssksksss317.png,400.0,240.0
1,0,0,0,data/kaggle_dir/images/maksssksksss31.png,400.0,267.0
1,1,0,0,data/kaggle_dir/images/maksssksksss30.png,400.0,242.0
1,1,0,0,data/kaggle_dir/images/maksssksksss316.png,400.0,315.0
1,0,0,0,data/kaggle_dir/images/maksssksksss464.png,400.0,300.0
0,1,0,0,data/kaggle_dir/images/maksssksksss128.png,301.0,400.0
1,1,1,0,data/kaggle_dir/images/maksssksksss672.png,400.0,300.0
1,0,0,0,data/kaggle_dir/images/maksssksksss100.png,400.0,226.0
1,0,1,0,data/kaggle_dir/images/maksssksksss666.png,400.0,300.0
1,1,0,0,data/kaggle_dir/images/maksssksksss699.png,400.0,279.0
1,0,0,0,data/kaggle_dir/images/maksssksksss712.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss504.png,301.0,400.0
0,1,1,0,data/kaggle_dir/images/maksssksksss276.png,323.0,400.0
0,1,0,0,data/kaggle_dir/images/maksssksksss289.png,267.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss588.png,400.0,267.0
1,1,0,0,data/kaggle_dir/images/maksssksksss577.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss205.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss749.png,251.0,400.0
0,0,1,0,data/kaggle_dir/images/maksssksksss761.png,267.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss198.png,400.0,225.0
1,0,0,0,data/kaggle_dir/images/maksssksksss629.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss601.png,301.0,400.0
1,1,1,0,data/kaggle_dir/images/maksssksksss94.png,400.0,226.0
1,0,0,0,data/kaggle_dir/images/maksssksksss43.png,266.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss403.png,301.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss365.png,400.0,240.0
0,0,1,0,data/kaggle_dir/images/maksssksksss371.png,400.0,225.0
0,1,0,0,data/kaggle_dir/images/maksssksksss370.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss416.png,400.0,226.0
0,1,0,0,data/kaggle_dir/images/maksssksksss402.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss56.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss358.png,400.0,300.0
1,0,0,0,data/kaggle_dir/images/maksssksksss614.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss600.png,400.0,250.0
1,0,0,0,data/kaggle_dir/images/maksssksksss628.png,400.0,262.0
1,0,1,0,data/kaggle_dir/images/maksssksksss199.png,400.0,276.0
1,0,0,0,data/kaggle_dir/images/maksssksksss827.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss204.png,400.0,266.0
0,0,1,0,data/kaggle_dir/images/maksssksksss562.png,400.0,210.0
1,0,0,0,data/kaggle_dir/images/maksssksksss210.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss589.png,267.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss548.png,400.0,300.0
1,0,0,0,data/kaggle_dir/images/maksssksksss212.png,267.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss789.png,400.0,255.0
1,0,0,0,data/kaggle_dir/images/maksssksksss776.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss825.png,400.0,225.0
1,0,0,0,data/kaggle_dir/images/maksssksksss158.png,400.0,278.0
1,1,0,0,data/kaggle_dir/images/maksssksksss616.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss4.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss97.png,301.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss399.png,400.0,267.0
1,1,0,0,data/kaggle_dir/images/maksssksksss54.png,400.0,267.0
0,1,0,0,data/kaggle_dir/images/maksssksksss68.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss372.png,400.0,209.0
1,0,0,0,data/kaggle_dir/images/maksssksksss400.png,400.0,225.0
1,1,0,0,data/kaggle_dir/images/maksssksksss401.png,400.0,280.0
1,0,0,0,data/kaggle_dir/images/maksssksksss415.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss41.png,400.0,281.0
1,0,0,0,data/kaggle_dir/images/maksssksksss55.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss82.png,400.0,225.0
1,1,0,0,data/kaggle_dir/images/maksssksksss96.png,400.0,280.0
1,1,0,0,data/kaggle_dir/images/maksssksksss5.png,400.0,266.0
1,0,0,0,data/kaggle_dir/images/maksssksksss171.png,400.0,400.0
1,1,1,0,data/kaggle_dir/images/maksssksksss824.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss763.png,400.0,225.0
1,0,0,0,data/kaggle_dir/images/maksssksksss213.png,301.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss575.png,400.0,225.0
0,1,0,0,data/kaggle_dir/images/maksssksksss561.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss549.png,400.0,283.0
0,1,0,0,data/kaggle_dir/images/maksssksksss571.png,301.0,400.0
0,1,0,0,data/kaggle_dir/images/maksssksksss217.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss798.png,400.0,333.0
1,1,0,0,data/kaggle_dir/images/maksssksksss773.png,400.0,274.0
1,0,0,0,data/kaggle_dir/images/maksssksksss808.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss820.png,400.0,225.0
1,1,0,0,data/kaggle_dir/images/maksssksksss1.png,400.0,156.0
1,0,0,0,data/kaggle_dir/images/maksssksksss607.png,400.0,277.0
1,1,0,0,data/kaggle_dir/images/maksssksksss92.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss377.png,400.0,300.0
1,1,0,0,data/kaggle_dir/images/maksssksksss411.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss79.png,400.0,400.0
0,1,0,0,data/kaggle_dir/images/maksssksksss51.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss439.png,400.0,267.0
1,1,0,0,data/kaggle_dir/images/maksssksksss44.png,400.0,226.0
1,0,0,0,data/kaggle_dir/images/maksssksksss50.png,400.0,292.0
1,0,0,0,data/kaggle_dir/images/maksssksksss362.png,400.0,275.0
1,0,1,0,data/kaggle_dir/images/maksssksksss410.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss87.png,301.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss148.png,400.0,364.0
1,0,0,0,data/kaggle_dir/images/maksssksksss160.png,400.0,286.0
1,0,0,0,data/kaggle_dir/images/maksssksksss612.png,400.0,295.0
1,1,0,0,data/kaggle_dir/images/maksssksksss821.png,400.0,267.0
0,1,0,0,data/kaggle_dir/images/maksssksksss772.png,267.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss766.png,301.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss558.png,400.0,226.0
1,1,0,0,data/kaggle_dir/images/maksssksksss216.png,400.0,300.0
1,0,0,0,data/kaggle_dir/images/maksssksksss202.png,400.0,300.0
1,0,0,0,data/kaggle_dir/images/maksssksksss214.png,400.0,257.0
1,0,0,0,data/kaggle_dir/images/maksssksksss200.png,301.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss770.png,400.0,210.0
1,0,0,0,data/kaggle_dir/images/maksssksksss764.png,301.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss189.png,400.0,200.0
1,0,1,0,data/kaggle_dir/images/maksssksksss2.png,400.0,290.0
1,0,0,0,data/kaggle_dir/images/maksssksksss604.png,400.0,226.0
1,0,0,0,data/kaggle_dir/images/maksssksksss610.png,400.0,210.0
1,0,0,0,data/kaggle_dir/images/maksssksksss85.png,267.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss360.png,400.0,265.0
0,0,1,0,data/kaggle_dir/images/maksssksksss406.png,400.0,210.0
1,1,0,0,data/kaggle_dir/images/maksssksksss374.png,400.0,240.0
1,0,0,0,data/kaggle_dir/images/maksssksksss46.png,400.0,226.0
0,1,0,0,data/kaggle_dir/images/maksssksksss348.png,301.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss349.png,400.0,268.0
1,0,0,0,data/kaggle_dir/images/maksssksksss47.png,400.0,268.0
1,0,0,0,data/kaggle_dir/images/maksssksksss407.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss84.png,512.0,354.0
1,0,0,0,data/kaggle_dir/images/maksssksksss177.png,400.0,300.0
1,0,1,0,data/kaggle_dir/images/maksssksksss611.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss3.png,400.0,271.0
1,0,0,0,data/kaggle_dir/images/maksssksksss188.png,301.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss822.png,400.0,225.0
1,0,0,0,data/kaggle_dir/images/maksssksksss765.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss229.png,400.0,226.0
1,1,0,0,data/kaggle_dir/images/maksssksksss567.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss215.png,400.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss598.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss581.png,301.0,400.0
0,1,0,0,data/kaggle_dir/images/maksssksksss218.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss230.png,512.0,367.0
1,0,0,0,data/kaggle_dir/images/maksssksksss542.png,400.0,210.0
1,0,0,0,data/kaggle_dir/images/maksssksksss768.png,400.0,225.0
1,0,0,0,data/kaggle_dir/images/maksssksksss740.png,400.0,264.0
1,0,1,0,data/kaggle_dir/images/maksssksksss807.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss185.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss608.png,301.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss620.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss152.png,400.0,283.0
1,1,1,0,data/kaggle_dir/images/maksssksksss387.png,400.0,226.0
1,0,0,0,data/kaggle_dir/images/maksssksksss89.png,400.0,217.0
1,0,0,0,data/kaggle_dir/images/maksssksksss378.png,400.0,188.0
1,0,1,0,data/kaggle_dir/images/maksssksksss76.png,400.0,257.0
1,0,0,0,data/kaggle_dir/images/maksssksksss344.png,400.0,226.0
1,0,0,0,data/kaggle_dir/images/maksssksksss436.png,300.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss437.png,400.0,267.0
1,0,1,0,data/kaggle_dir/images/maksssksksss423.png,400.0,226.0
1,0,0,0,data/kaggle_dir/images/maksssksksss63.png,400.0,226.0
1,0,0,0,data/kaggle_dir/images/maksssksksss88.png,301.0,400.0
1,1,1,0,data/kaggle_dir/images/maksssksksss386.png,400.0,268.0
1,1,0,0,data/kaggle_dir/images/maksssksksss147.png,400.0,250.0
0,1,0,0,data/kaggle_dir/images/maksssksksss609.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss190.png,400.0,282.0
1,0,0,0,data/kaggle_dir/images/maksssksksss812.png,400.0,400.0
0,0,1,0,data/kaggle_dir/images/maksssksksss741.png,267.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss755.png,400.0,226.0
1,0,1,0,data/kaggle_dir/images/maksssksksss782.png,400.0,226.0
1,0,0,0,data/kaggle_dir/images/maksssksksss796.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss557.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss219.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss594.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss596.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss541.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss233.png,358.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss780.png,400.0,225.0
1,0,0,0,data/kaggle_dir/images/maksssksksss743.png,301.0,400.0
0,1,0,0,data/kaggle_dir/images/maksssksksss757.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss804.png,400.0,258.0
1,0,0,0,data/kaggle_dir/images/maksssksksss838.png,301.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss179.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss637.png,400.0,226.0
1,1,1,0,data/kaggle_dir/images/maksssksksss623.png,400.0,245.0
0,1,1,0,data/kaggle_dir/images/maksssksksss145.png,400.0,226.0
1,1,0,0,data/kaggle_dir/images/maksssksksss75.png,400.0,211.0
1,0,0,0,data/kaggle_dir/images/maksssksksss409.png,301.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss49.png,400.0,225.0
1,0,0,0,data/kaggle_dir/images/maksssksksss353.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss346.png,400.0,374.0
1,1,0,0,data/kaggle_dir/images/maksssksksss352.png,250.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss60.png,301.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss408.png,400.0,225.0
1,1,0,0,data/kaggle_dir/images/maksssksksss74.png,400.0,301.0
1,1,0,0,data/kaggle_dir/images/maksssksksss385.png,400.0,245.0
1,0,0,0,data/kaggle_dir/images/maksssksksss622.png,400.0,300.0
1,0,0,0,data/kaggle_dir/images/maksssksksss150.png,301.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss636.png,400.0,300.0
1,1,0,0,data/kaggle_dir/images/maksssksksss178.png,268.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss187.png,400.0,300.0
1,0,0,0,data/kaggle_dir/images/maksssksksss805.png,400.0,225.0
1,0,1,0,data/kaggle_dir/images/maksssksksss756.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss742.png,301.0,400.0
1,1,1,0,data/kaggle_dir/images/maksssksksss795.png,400.0,300.0
1,0,0,0,data/kaggle_dir/images/maksssksksss232.png,400.0,300.0
0,1,0,0,data/kaggle_dir/images/maksssksksss540.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss226.png,400.0,225.0
1,0,0,0,data/kaggle_dir/images/maksssksksss597.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss587.png,400.0,312.0
1,1,0,0,data/kaggle_dir/images/maksssksksss222.png,400.0,226.0
1,0,0,0,data/kaggle_dir/images/maksssksksss550.png,350.0,350.0
0,1,0,0,data/kaggle_dir/images/maksssksksss236.png,301.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss578.png,400.0,282.0
0,1,0,0,data/kaggle_dir/images/maksssksksss785.png,400.0,244.0
1,0,0,0,data/kaggle_dir/images/maksssksksss746.png,301.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss829.png,400.0,200.0
1,0,0,0,data/kaggle_dir/images/maksssksksss197.png,400.0,226.0
1,1,0,0,data/kaggle_dir/images/maksssksksss183.png,400.0,225.0
1,1,0,0,data/kaggle_dir/images/maksssksksss801.png,400.0,295.0
1,0,0,0,data/kaggle_dir/images/maksssksksss140.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss8.png,301.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss168.png,400.0,225.0
1,1,0,0,data/kaggle_dir/images/maksssksksss381.png,400.0,311.0
1,0,0,0,data/kaggle_dir/images/maksssksksss356.png,301.0,400.0
1,1,1,0,data/kaggle_dir/images/maksssksksss424.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss58.png,400.0,267.0
1,1,0,0,data/kaggle_dir/images/maksssksksss342.png,400.0,258.0
1,1,0,0,data/kaggle_dir/images/maksssksksss70.png,400.0,225.0
1,1,0,0,data/kaggle_dir/images/maksssksksss64.png,400.0,225.0
1,1,0,0,data/kaggle_dir/images/maksssksksss65.png,400.0,300.0
1,1,0,0,data/kaggle_dir/images/maksssksksss419.png,267.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss71.png,400.0,225.0
1,0,0,0,data/kaggle_dir/images/maksssksksss59.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss357.png,400.0,235.0
1,0,1,0,data/kaggle_dir/images/maksssksksss431.png,400.0,226.0
1,0,0,0,data/kaggle_dir/images/maksssksksss394.png,400.0,218.0
0,1,1,0,data/kaggle_dir/images/maksssksksss9.png,267.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss141.png,400.0,267.0
1,1,1,0,data/kaggle_dir/images/maksssksksss627.png,400.0,225.0
1,0,0,0,data/kaggle_dir/images/maksssksksss155.png,400.0,225.0
1,0,0,0,data/kaggle_dir/images/maksssksksss814.png,301.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss182.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss196.png,301.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss753.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss790.png,301.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss784.png,400.0,225.0
1,1,0,0,data/kaggle_dir/images/maksssksksss579.png,400.0,226.0
1,0,0,0,data/kaggle_dir/images/maksssksksss237.png,400.0,267.0
1,1,1,0,data/kaggle_dir/images/maksssksksss223.png,400.0,225.0
1,1,1,0,data/kaggle_dir/images/maksssksksss545.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss586.png,400.0,267.0
1,1,0,0,data/kaggle_dir/images/maksssksksss584.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss235.png,400.0,300.0
1,0,0,0,data/kaggle_dir/images/maksssksksss547.png,400.0,267.0
1,1,0,0,data/kaggle_dir/images/maksssksksss221.png,400.0,300.0
1,1,0,0,data/kaggle_dir/images/maksssksksss209.png,400.0,210.0
1,1,0,0,data/kaggle_dir/images/maksssksksss792.png,400.0,225.0
1,0,1,0,data/kaggle_dir/images/maksssksksss786.png,400.0,290.0
1,1,0,0,data/kaggle_dir/images/maksssksksss751.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss779.png,400.0,266.0
1,1,0,0,data/kaggle_dir/images/maksssksksss194.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss802.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss625.png,400.0,277.0
1,1,0,0,data/kaggle_dir/images/maksssksksss157.png,400.0,225.0
1,0,0,0,data/kaggle_dir/images/maksssksksss631.png,400.0,209.0
1,1,0,0,data/kaggle_dir/images/maksssksksss619.png,400.0,301.0
1,0,0,0,data/kaggle_dir/images/maksssksksss98.png,400.0,267.0
1,1,0,0,data/kaggle_dir/images/maksssksksss396.png,400.0,300.0
1,0,0,0,data/kaggle_dir/images/maksssksksss427.png,400.0,210.0
1,0,0,0,data/kaggle_dir/images/maksssksksss355.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss73.png,400.0,286.0
0,1,0,0,data/kaggle_dir/images/maksssksksss72.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss368.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss432.png,400.0,243.0
1,1,0,0,data/kaggle_dir/images/maksssksksss340.png,600.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss426.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss383.png,301.0,400.0
1,0,1,0,data/kaggle_dir/images/maksssksksss99.png,400.0,267.0
1,1,1,0,data/kaggle_dir/images/maksssksksss156.png,400.0,267.0
0,1,0,0,data/kaggle_dir/images/maksssksksss624.png,301.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss142.png,479.0,359.0
1,0,0,0,data/kaggle_dir/images/maksssksksss195.png,400.0,400.0
1,1,0,0,data/kaggle_dir/images/maksssksksss181.png,400.0,225.0
1,0,0,0,data/kaggle_dir/images/maksssksksss744.png,400.0,225.0
0,1,0,0,data/kaggle_dir/images/maksssksksss750.png,400.0,268.0
1,1,0,0,data/kaggle_dir/images/maksssksksss787.png,400.0,288.0
1,0,0,0,data/kaggle_dir/images/maksssksksss208.png,400.0,200.0
1,0,0,0,data/kaggle_dir/images/maksssksksss220.png,267.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss552.png,400.0,267.0
1,1,0,0,data/kaggle_dir/images/maksssksksss585.png,400.0,399.0
1,0,0,0,data/kaggle_dir/images/maksssksksss290.png,400.0,268.0
1,0,0,0,data/kaggle_dir/images/maksssksksss509.png,400.0,225.0
1,1,1,0,data/kaggle_dir/images/maksssksksss253.png,400.0,300.0
1,1,0,0,data/kaggle_dir/images/maksssksksss535.png,400.0,261.0
0,1,0,0,data/kaggle_dir/images/maksssksksss521.png,400.0,225.0
1,0,1,0,data/kaggle_dir/images/maksssksksss737.png,400.0,226.0
1,1,0,0,data/kaggle_dir/images/maksssksksss723.png,400.0,226.0
1,1,1,0,data/kaggle_dir/images/maksssksksss680.png,400.0,267.0
1,0,0,0,data/kaggle_dir/images/maksssksksss694.png,400.0,280.0
1,1,0,0,data/kaggle_dir/images/maksssksksss119.png,400.0,289.0
1,1,0,0,data/kaggle_dir/images/maksssksksss131.png,400.0,267.0
1,1,1,0,data/kaggle_dir/images/maksssksksss657.png,400.0,267.0
0,0,1,0,data/kaggle_dir/images/maksssksksss496.png,267.0,400.0
1,0,0,0,data/kaggle_dir/images/maksssksksss469.png,400.0,298.0
1,1,0,0,data/kaggle_dir/images/maksssksksss327.png,400.0,279.0
